Time,Message
251851.7363047,b'TX Frame Sent\r\n'
251851.8363127,b'TX Frame Sent\r\n'
251851.9379966,b'TX Frame Sent\r\n'
251852.0380661,b'TX Frame Sent\r\n'
251852.1355325,b'TX Frame Sent\r\n'
251852.2375388,b'TX Frame Sent\r\n'
251852.3360415,b'TX Frame Sent\r\n'
251852.4362392,b'TX Frame Sent\r\n'
251852.5380196,b'TX Frame Sent\r\n'
251852.6369771,b'TX Frame Sent\r\n'
251852.7363617,b'TX Frame Sent\r\n'
251852.8371274,b'TX Frame Sent\r\n'
251852.9379537,b'TX Frame Sent\r\n'
251853.0380439,b'TX Frame Sent\r\n'
251853.1352331,b'TX Frame Sent\r\n'
251853.2370768,b'TX Frame Sent\r\n'
251853.3377141,b'TX Frame Sent\r\n'
251853.4376969,b'TX Frame Sent\r\n'
251853.5378432,b'TX Frame Sent\r\n'
251853.6355849,b'TX Frame Sent\r\n'
251853.7378561,b'TX Frame Sent\r\n'
251853.8378281,b'TX Frame Sent\r\n'
251853.937703,b'TX Frame Sent\r\n'
251854.0382569,b'TX Frame Sent\r\n'
251854.1352972,b'TX Frame Sent\r\n'
251854.2362956,b'TX Frame Sent\r\n'
251854.3358355,b'TX Frame Sent\r\n'
251854.437081,b'TX Frame Sent\r\n'
251854.535859,b'TX Frame Sent\r\n'
251854.6376855,b'TX Frame Sent\r\n'
251854.7382312,b'TX Frame Sent\r\n'
251854.8378438,b'TX Frame Sent\r\n'
251854.938164,b'TX Frame Sent\r\n'
251855.0380905,b'TX Frame Sent\r\n'
251855.1357078,b'TX Frame Sent\r\n'
251855.2378935,b'TX Frame Sent\r\n'
251855.3380972,b'TX Frame Sent\r\n'
251855.4358641,b'TX Frame Sent\r\n'
251855.5378982,b'TX Frame Sent\r\n'
251855.6380004,b'TX Frame Sent\r\n'
251855.7362919,b'TX Frame Sent\r\n'
251855.8382097,b'TX Frame Sent\r\n'
251855.9381675,b'TX Frame Sent\r\n'
251856.0364098,b'TX Frame Sent\r\n'
251856.1377926,b'TX Frame Sent\r\n'
251856.2375641,b'TX Frame Sent\r\n'
251856.337669,b'TX Frame Sent\r\n'
251856.4362424,b'TX Frame Sent\r\n'
251856.5378249,b'TX Frame Sent\r\n'
251856.6378647,b'TX Frame Sent\r\n'
251856.7363567,b'TX Frame Sent\r\n'
251856.8381896,b'TX Frame Sent\r\n'
251856.9374864,b'TX Frame Sent\r\n'
251857.0377435,b'TX Frame Sent\r\n'
251857.1369584,b'TX Frame Sent\r\n'
251857.2375347,b'TX Frame Sent\r\n'
251857.3363057,b'TX Frame Sent\r\n'
251857.4358164,b'TX Frame Sent\r\n'
251857.5379694,b'TX Frame Sent\r\n'
251857.6378716,b'TX Frame Sent\r\n'
251857.7368459,b'TX Frame Sent\r\n'
251857.83563,b'TX Frame Sent\r\n'
251857.9378235,b'TX Frame Sent\r\n'
251858.0377429,b'TX Frame Sent\r\n'
251858.1361783,b'TX Frame Sent\r\n'
251858.2372275,b'TX Frame Sent\r\n'
251858.3376917,b'TX Frame Sent\r\n'
251858.4374469,b'TX Frame Sent\r\n'
251858.5378767,b'TX Frame Sent\r\n'
251858.6378221,b'TX Frame Sent\r\n'
251858.7379605,b'TX Frame Sent\r\n'
251858.8355501,b'TX Frame Sent\r\n'
251858.938083,b'TX Frame Sent\r\n'
251859.0356098,b'TX Frame Sent\r\n'
251859.1377368,b'TX Frame Sent\r\n'
251859.2350266,b'TX Frame Sent\r\n'
251859.3358454,b'TX Frame Sent\r\n'
251859.4378059,b'TX Frame Sent\r\n'
251859.5377606,b'TX Frame Sent\r\n'
251859.6370108,b'TX Frame Sent\r\n'
251859.7377185,b'TX Frame Sent\r\n'
251859.8368088,b'TX Frame Sent\r\n'
251859.9378012,b'TX Frame Sent\r\n'
251860.0377763,b'TX Frame Sent\r\n'
251860.1370233,b'TX Frame Sent\r\n'
251860.2351067,b'TX Frame Sent\r\n'
251860.3379254,b'TX Frame Sent\r\n'
251860.4374158,b'TX Frame Sent\r\n'
251860.5376608,b'TX Frame Sent\r\n'
251860.6381538,b'TX Frame Sent\r\n'
251860.7376404,b'TX Frame Sent\r\n'
251860.837788,b'TX Frame Sent\r\n'
251860.9371451,b'TX Frame Sent\r\n'
251861.0377469,b'TX Frame Sent\r\n'
251861.1377041,b'TX Frame Sent\r\n'
251861.2349843,b'TX Frame Sent\r\n'
251861.3377481,b'TX Frame Sent\r\n'
251861.4357228,b'TX Frame Sent\r\n'
251861.5380425,b'TX Frame Sent\r\n'
251861.6363611,b'TX Frame Sent\r\n'
251861.7361169,b'TX Frame Sent\r\n'
251861.8375742,b'TX Frame Sent\r\n'
251861.9379449,b'TX Frame Sent\r\n'
251862.0362236,b'TX Frame Sent\r\n'
251862.1377917,b'TX Frame Sent\r\n'
251862.2354919,b'TX Frame Sent\r\n'
251862.3379116,b'TX Frame Sent\r\n'
251862.4381404,b'TX Frame Sent\r\n'
251862.5377876,b'TX Frame Sent\r\n'
251862.6356504,b'TX Frame Sent\r\n'
251862.7376209,b'TX Frame Sent\r\n'
251862.837153,b'TX Frame Sent\r\n'
251862.937764,b'TX Frame Sent\r\n'
251863.0374371,b'TX Frame Sent\r\n'
251863.1378022,b'TX Frame Sent\r\n'
251863.2377753,b'TX Frame Sent\r\n'
251863.3360484,b'TX Frame Sent\r\n'
251863.4377469,b'TX Frame Sent\r\n'
251863.5378619,b'TX Frame Sent\r\n'
251863.637751,b'TX Frame Sent\r\n'
251863.7376753,b'TX Frame Sent\r\n'
251863.8377324,b'TX Frame Sent\r\n'
251863.9373049,b'TX Frame Sent\r\n'
251864.0356232,b'TX Frame Sent\r\n'
251864.1354525,b'TX Frame Sent\r\n'
251864.2376013,b'TX Frame Sent\r\n'
251864.337057,b'TX Frame Sent\r\n'
251864.4377895,b'TX Frame Sent\r\n'
251864.5363608,b'TX Frame Sent\r\n'
251864.6374153,b'TX Frame Sent\r\n'
251864.7376974,b'TX Frame Sent\r\n'
251864.8359895,b'TX Frame Sent\r\n'
251864.9377477,b'TX Frame Sent\r\n'
251865.0360243,b'TX Frame Sent\r\n'
251865.1351774,b'TX Frame Sent\r\n'
251865.2376824,b'TX Frame Sent\r\n'
251865.3357195,b'TX Frame Sent\r\n'
251865.4375096,b'TX Frame Sent\r\n'
251865.5364282,b'TX Frame Sent\r\n'
251865.6376356,b'TX Frame Sent\r\n'
251865.7376151,b'TX Frame Sent\r\n'
251865.8376509,b'TX Frame Sent\r\n'
251865.9373264,b'TX Frame Sent\r\n'
251866.037668,b'TX Frame Sent\r\n'
251866.1375593,b'TX Frame Sent\r\n'
251866.2376445,b'TX Frame Sent\r\n'
251866.3371023,b'TX Frame Sent\r\n'
251866.437516,b'TX Frame Sent\r\n'
251866.5375762,b'TX Frame Sent\r\n'
251866.6352334,b'TX Frame Sent\r\n'
251866.7361122,b'TX Frame Sent\r\n'
251866.8376641,b'TX Frame Sent\r\n'
251866.9373641,b'TX Frame Sent\r\n'
251867.0357943,b'TX Frame Sent\r\n'
251867.1379648,b'TX Frame Sent\r\n'
251867.2354015,b'TX Frame Sent\r\n'
251867.3369096,b'TX Frame Sent\r\n'
251867.4378873,b'TX Frame Sent\r\n'
251867.5378849,b'TX Frame Sent\r\n'
251867.6357508,b'TX Frame Sent\r\n'
251867.7375529,b'TX Frame Sent\r\n'
251867.8377157,b'TX Frame Sent\r\n'
251867.9366183,b'TX Frame Sent\r\n'
251868.037611,b'TX Frame Sent\r\n'
251868.1376492,b'TX Frame Sent\r\n'
251868.2366155,b'TX Frame Sent\r\n'
251868.3346786,b'TX Frame Sent\r\n'
251868.4348096,b'TX Frame Sent\r\n'
251868.5353986,b'TX Frame Sent\r\n'
251868.6351768,b'TX Frame Sent\r\n'
251868.7354853,b'TX Frame Sent\r\n'
251868.8375516,b'TX Frame Sent\r\n'
251868.9375141,b'TX Frame Sent\r\n'
251869.035253,b'TX Frame Sent\r\n'
251869.1349553,b'TX Frame Sent\r\n'
251869.2359167,b'TX Frame Sent\r\n'
251869.3350733,b'TX Frame Sent\r\n'
251869.4374463,b'TX Frame Sent\r\n'
251869.5359205,b'TX Frame Sent\r\n'
251869.6374979,b'TX Frame Sent\r\n'
251869.7358507,b'TX Frame Sent\r\n'
251869.8375465,b'TX Frame Sent\r\n'
251869.9369847,b'TX Frame Sent\r\n'
251870.0379555,b'TX Frame Sent\r\n'
251870.1354937,b'TX Frame Sent\r\n'
251870.2361276,b'TX Frame Sent\r\n'
251870.3350479,b'TX Frame Sent\r\n'
251870.4358363,b'TX Frame Sent\r\n'
251870.5378271,b'TX Frame Sent\r\n'
251870.6374912,b'TX Frame Sent\r\n'
251870.7357573,b'TX Frame Sent\r\n'
251870.8379472,b'TX Frame Sent\r\n'
251870.9362757,b'TX Frame Sent\r\n'
251871.0359867,b'TX Frame Sent\r\n'
251871.1375493,b'TX Frame Sent\r\n'
251871.2363243,b'TX Frame Sent\r\n'
251871.33496,b'TX Frame Sent\r\n'
251871.4378231,b'TX Frame Sent\r\n'
251871.5379166,b'TX Frame Sent\r\n'
251871.637979,b'TX Frame Sent\r\n'
251871.7352445,b'TX Frame Sent\r\n'
251871.8355162,b'TX Frame Sent\r\n'
251871.9376203,b'TX Frame Sent\r\n'
251872.0357068,b'TX Frame Sent\r\n'
251872.1380335,b'TX Frame Sent\r\n'
251872.2357417,b'TX Frame Sent\r\n'
251872.3358409,b'TX Frame Sent\r\n'
251872.435264,b'TX Frame Sent\r\n'
251872.5376129,b'TX Frame Sent\r\n'
251872.6377736,b'TX Frame Sent\r\n'
251872.7376411,b'TX Frame Sent\r\n'
251872.8376432,b'TX Frame Sent\r\n'
251872.9376576,b'TX Frame Sent\r\n'
251873.0374765,b'TX Frame Sent\r\n'
251873.1378017,b'TX Frame Sent\r\n'
251873.2379548,b'TX Frame Sent\r\n'
251873.3380539,b'TX Frame Sent\r\n'
251873.4349944,b'TX Frame Sent\r\n'
251873.5375076,b'TX Frame Sent\r\n'
251873.6375361,b'TX Frame Sent\r\n'
251873.7377469,b'TX Frame Sent\r\n'
251873.8354822,b'TX Frame Sent\r\n'
251873.9374675,b'TX Frame Sent\r\n'
251874.0374658,b'TX Frame Sent\r\n'
251874.1367492,b'TX Frame Sent\r\n'
251874.238037,b'TX Frame Sent\r\n'
251874.3375233,b'TX Frame Sent\r\n'
251874.4346229,b'TX Frame Sent\r\n'
251874.5370575,b'TX Frame Sent\r\n'
251874.6378741,b'TX Frame Sent\r\n'
251874.7382292,b'TX Frame Sent\r\n'
251874.8375834,b'TX Frame Sent\r\n'
251874.9375285,b'TX Frame Sent\r\n'
251875.0374991,b'TX Frame Sent\r\n'
251875.1375508,b'TX Frame Sent\r\n'
251875.2354956,b'TX Frame Sent\r\n'
251875.3375855,b'TX Frame Sent\r\n'
251875.4368246,b'TX Frame Sent\r\n'
251875.5377262,b'TX Frame Sent\r\n'
251875.6377426,b'TX Frame Sent\r\n'
251875.7367087,b'TX Frame Sent\r\n'
251875.8375045,b'TX Frame Sent\r\n'
251875.9376662,b'TX Frame Sent\r\n'
251876.037783,b'TX Frame Sent\r\n'
251876.1373346,b'TX Frame Sent\r\n'
251876.2373587,b'TX Frame Sent\r\n'
251876.3357093,b'TX Frame Sent\r\n'
251876.4346811,b'TX Frame Sent\r\n'
251876.5376642,b'TX Frame Sent\r\n'
251876.6376696,b'TX Frame Sent\r\n'
251876.7366866,b'TX Frame Sent\r\n'
251876.8360068,b'TX Frame Sent\r\n'
251876.9375208,b'TX Frame Sent\r\n'
251877.0350344,b'TX Frame Sent\r\n'
251877.1374385,b'TX Frame Sent\r\n'
251877.2375535,b'TX Frame Sent\r\n'
251877.3352562,b'TX Frame Sent\r\n'
251877.4347215,b'TX Frame Sent\r\n'
251877.5371504,b'TX Frame Sent\r\n'
251877.6359494,b'TX Frame Sent\r\n'
251877.7358425,b'TX Frame Sent\r\n'
251877.8374736,b'TX Frame Sent\r\n'
251877.9365498,b'TX Frame Sent\r\n'
251878.0375248,b'TX Frame Sent\r\n'
251878.1375083,b'TX Frame Sent\r\n'
251878.2373856,b'TX Frame Sent\r\n'
251878.3353068,b'TX Frame Sent\r\n'
251878.4351471,b'TX Frame Sent\r\n'
251878.5353954,b'TX Frame Sent\r\n'
251878.6361027,b'TX Frame Sent\r\n'
251878.7365968,b'TX Frame Sent\r\n'
251878.8358864,b'TX Frame Sent\r\n'
251878.9369065,b'TX Frame Sent\r\n'
251879.0354511,b'TX Frame Sent\r\n'
251879.1354511,b'TX Frame Sent\r\n'
251879.2377628,b'TX Frame Sent\r\n'
251879.3376305,b'TX Frame Sent\r\n'
251879.437816,b'TX Frame Sent\r\n'
251879.5348866,b'TX Frame Sent\r\n'
251879.6350635,b'TX Frame Sent\r\n'
251879.7372545,b'TX Frame Sent\r\n'
251879.8374262,b'TX Frame Sent\r\n'
251879.9374585,b'TX Frame Sent\r\n'
251880.0374224,b'TX Frame Sent\r\n'
251880.1374932,b'TX Frame Sent\r\n'
251880.2374606,b'TX Frame Sent\r\n'
251880.3377365,b'TX Frame Sent\r\n'
251880.435873,b'TX Frame Sent\r\n'
251880.5376414,b'TX Frame Sent\r\n'
251880.6374692,b'TX Frame Sent\r\n'
251880.7375452,b'TX Frame Sent\r\n'
251880.8351463,b'TX Frame Sent\r\n'
251880.9372218,b'TX Frame Sent\r\n'
251881.0374441,b'TX Frame Sent\r\n'
251881.1372994,b'TX Frame Sent\r\n'
251881.2373124,b'TX Frame Sent\r\n'
251881.3355075,b'TX Frame Sent\r\n'
251881.4377403,b'TX Frame Sent\r\n'
251881.5370032,b'TX Frame Sent\r\n'
251881.6374389,b'TX Frame Sent\r\n'
251881.7354591,b'TX Frame Sent\r\n'
251881.8358114,b'TX Frame Sent\r\n'
251881.9375158,b'TX Frame Sent\r\n'
251882.0368816,b'TX Frame Sent\r\n'
251882.1350874,b'TX Frame Sent\r\n'
251882.2354869,b'TX Frame Sent\r\n'
251882.3375968,b'TX Frame Sent\r\n'
251882.4376945,b'TX Frame Sent\r\n'
251882.5376646,b'TX Frame Sent\r\n'
251882.6349598,b'TX Frame Sent\r\n'
251882.7352753,b'TX Frame Sent\r\n'
251882.837334,b'TX Frame Sent\r\n'
251882.9352515,b'TX Frame Sent\r\n'
251883.0375423,b'TX Frame Sent\r\n'
251883.1353371,b'TX Frame Sent\r\n'
251883.2358791,b'TX Frame Sent\r\n'
251883.3354277,b'TX Frame Sent\r\n'
251883.4373955,b'TX Frame Sent\r\n'
251883.5370614,b'TX Frame Sent\r\n'
251883.6371663,b'TX Frame Sent\r\n'
251883.737694,b'TX Frame Sent\r\n'
251883.8375068,b'TX Frame Sent\r\n'
251883.9382135,b'TX Frame Sent\r\n'
251884.037298,b'TX Frame Sent\r\n'
251884.1371114,b'TX Frame Sent\r\n'
251884.2372818,b'TX Frame Sent\r\n'
251884.3353006,b'TX Frame Sent\r\n'
251884.4349581,b'TX Frame Sent\r\n'
251884.5365261,b'TX Frame Sent\r\n'
251884.6353676,b'TX Frame Sent\r\n'
251884.736391,b'TX Frame Sent\r\n'
251884.8351366,b'TX Frame Sent\r\n'
251884.9376166,b'TX Frame Sent\r\n'
251885.0376839,b'TX Frame Sent\r\n'
251885.1368721,b'TX Frame Sent\r\n'
251885.2380745,b'TX Frame Sent\r\n'
251885.3374728,b'TX Frame Sent\r\n'
251885.4374052,b'TX Frame Sent\r\n'
251885.5345309,b'TX Frame Sent\r\n'
251885.6377208,b'TX Frame Sent\r\n'
251885.7377891,b'TX Frame Sent\r\n'
251885.8363116,b'TX Frame Sent\r\n'
251885.9357644,b'TX Frame Sent\r\n'
251886.0379716,b'TX Frame Sent\r\n'
251886.1376412,b'TX Frame Sent\r\n'
251886.236273,b'TX Frame Sent\r\n'
251886.3373226,b'TX Frame Sent\r\n'
251886.4350209,b'TX Frame Sent\r\n'
251886.5367819,b'TX Frame Sent\r\n'
251886.635105,b'TX Frame Sent\r\n'
251886.7363043,b'TX Frame Sent\r\n'
251886.8356371,b'TX Frame Sent\r\n'
251886.93736,b'TX Frame Sent\r\n'
251887.0375415,b'TX Frame Sent\r\n'
251887.1369066,b'TX Frame Sent\r\n'
251887.2356782,b'TX Frame Sent\r\n'
251887.337403,b'TX Frame Sent\r\n'
251887.4368897,b'TX Frame Sent\r\n'
251887.5343017,b'TX Frame Sent\r\n'
251887.635596,b'TX Frame Sent\r\n'
251887.7361902,b'TX Frame Sent\r\n'
251887.837046,b'TX Frame Sent\r\n'
251887.9370825,b'TX Frame Sent\r\n'
251888.0366956,b'TX Frame Sent\r\n'
251888.1369566,b'TX Frame Sent\r\n'
251888.2369537,b'TX Frame Sent\r\n'
251888.3354384,b'TX Frame Sent\r\n'
251888.4369259,b'TX Frame Sent\r\n'
251888.5341806,b'TX Frame Sent\r\n'
251888.6365689,b'TX Frame Sent\r\n'
251888.7358748,b'TX Frame Sent\r\n'
251888.8359147,b'TX Frame Sent\r\n'
251888.9368196,b'TX Frame Sent\r\n'
251889.0368013,b'TX Frame Sent\r\n'
251889.1364678,b'TX Frame Sent\r\n'
251889.2368199,b'TX Frame Sent\r\n'
251889.3352327,b'TX Frame Sent\r\n'
251889.436806,b'TX Frame Sent\r\n'
251889.5349879,b'TX Frame Sent\r\n'
251889.6364413,b'TX Frame Sent\r\n'
251889.7368315,b'TX Frame Sent\r\n'
251889.836258,b'TX Frame Sent\r\n'
251889.9365554,b'TX Frame Sent\r\n'
251890.0364904,b'TX Frame Sent\r\n'
251890.1359178,b'TX Frame Sent\r\n'
251890.2361079,b'TX Frame Sent\r\n'
251890.3363974,b'TX Frame Sent\r\n'
251890.4361997,b'TX Frame Sent\r\n'
251890.5343865,b'TX Frame Sent\r\n'
251890.6358344,b'TX Frame Sent\r\n'
251890.7361916,b'TX Frame Sent\r\n'
251890.8357986,b'TX Frame Sent\r\n'
251890.9363513,b'TX Frame Sent\r\n'
251891.0362075,b'TX Frame Sent\r\n'
251891.1350362,b'TX Frame Sent\r\n'
251891.2360623,b'TX Frame Sent\r\n'
251891.3359358,b'TX Frame Sent\r\n'
251891.4363944,b'TX Frame Sent\r\n'
251891.5353422,b'TX Frame Sent\r\n'
251891.6357639,b'TX Frame Sent\r\n'
251891.7358438,b'TX Frame Sent\r\n'
251891.8353109,b'TX Frame Sent\r\n'
251891.9355879,b'TX Frame Sent\r\n'
251892.0357782,b'TX Frame Sent\r\n'
251892.1354078,b'TX Frame Sent\r\n'
251892.2352981,b'TX Frame Sent\r\n'
251892.3359145,b'TX Frame Sent\r\n'
251892.4360497,b'TX Frame Sent\r\n'
251892.5348647,b'TX Frame Sent\r\n'
251892.6347877,b'TX Frame Sent\r\n'
251892.7349749,b'TX Frame Sent\r\n'
251892.8351091,b'TX Frame Sent\r\n'
251892.935711,b'TX Frame Sent\r\n'
251893.0356317,b'TX Frame Sent\r\n'
251893.1356057,b'TX Frame Sent\r\n'
251893.2353249,b'TX Frame Sent\r\n'
251893.3352883,b'TX Frame Sent\r\n'
251893.4352235,b'TX Frame Sent\r\n'
251893.5348699,b'TX Frame Sent\r\n'
251893.6348658,b'TX Frame Sent\r\n'
251893.7356922,b'TX Frame Sent\r\n'
251893.8350798,b'TX Frame Sent\r\n'
251893.9351261,b'TX Frame Sent\r\n'
251894.035213,b'TX Frame Sent\r\n'
251894.135296,b'TX Frame Sent\r\n'
251894.2356571,b'TX Frame Sent\r\n'
251894.3358081,b'TX Frame Sent\r\n'
251894.4351456,b'TX Frame Sent\r\n'
251894.5352132,b'TX Frame Sent\r\n'
251894.6366945,b'TX Frame Sent\r\n'
251894.7352232,b'TX Frame Sent\r\n'
251894.8350739,b'TX Frame Sent\r\n'
251894.9351012,b'TX Frame Sent\r\n'
251895.0351368,b'TX Frame Sent\r\n'
251895.1354068,b'TX Frame Sent\r\n'
251895.2350393,b'TX Frame Sent\r\n'
251895.3374834,b'TX Frame Sent\r\n'
251895.4377585,b'TX Frame Sent\r\n'
251895.5371499,b'TX Frame Sent\r\n'
251895.6348937,b'TX Frame Sent\r\n'
251895.7354507,b'TX Frame Sent\r\n'
251895.8367579,b'TX Frame Sent\r\n'
251895.9350229,b'TX Frame Sent\r\n'
251896.0370973,b'TX Frame Sent\r\n'
251896.1351205,b'TX Frame Sent\r\n'
251896.2371442,b'TX Frame Sent\r\n'
251896.3370256,b'TX Frame Sent\r\n'
251896.4369918,b'TX Frame Sent\r\n'
251896.5371194,b'TX Frame Sent\r\n'
251896.6366537,b'TX Frame Sent\r\n'
251896.7370475,b'TX Frame Sent\r\n'
251896.8356332,b'TX Frame Sent\r\n'
251896.936514,b'TX Frame Sent\r\n'
251897.0370389,b'TX Frame Sent\r\n'
251897.1353112,b'TX Frame Sent\r\n'
251897.2353103,b'TX Frame Sent\r\n'
251897.3352901,b'TX Frame Sent\r\n'
251897.4369525,b'TX Frame Sent\r\n'
251897.5353169,b'TX Frame Sent\r\n'
251897.6341798,b'TX Frame Sent\r\n'
251897.7372686,b'TX Frame Sent\r\n'
251897.8353533,b'TX Frame Sent\r\n'
251897.9368729,b'TX Frame Sent\r\n'
251898.0370296,b'TX Frame Sent\r\n'
251898.1354401,b'TX Frame Sent\r\n'
251898.2355098,b'TX Frame Sent\r\n'
251898.3370524,b'TX Frame Sent\r\n'
251898.4369469,b'TX Frame Sent\r\n'
251898.5356972,b'TX Frame Sent\r\n'
251898.6342884,b'TX Frame Sent\r\n'
251898.737149,b'TX Frame Sent\r\n'
251898.8349137,b'TX Frame Sent\r\n'
251898.9372775,b'TX Frame Sent\r\n'
251899.0371894,b'TX Frame Sent\r\n'
251899.1369561,b'TX Frame Sent\r\n'
251899.2369303,b'TX Frame Sent\r\n'
251899.3370527,b'TX Frame Sent\r\n'
251899.4352157,b'TX Frame Sent\r\n'
251899.5353657,b'TX Frame Sent\r\n'
251899.6340999,b'TX Frame Sent\r\n'
251899.7368252,b'TX Frame Sent\r\n'
251899.8349905,b'TX Frame Sent\r\n'
251899.9349104,b'TX Frame Sent\r\n'
251900.0369639,b'TX Frame Sent\r\n'
251900.1369724,b'TX Frame Sent\r\n'
251900.2369852,b'TX Frame Sent\r\n'
251900.3369038,b'TX Frame Sent\r\n'
251900.4370817,b'TX Frame Sent\r\n'
251900.5369292,b'TX Frame Sent\r\n'
251900.6341003,b'TX Frame Sent\r\n'
251900.7368622,b'TX Frame Sent\r\n'
251900.8355232,b'TX Frame Sent\r\n'
251900.9368001,b'TX Frame Sent\r\n'
251901.0368393,b'TX Frame Sent\r\n'
251901.1369329,b'TX Frame Sent\r\n'
251901.2369774,b'TX Frame Sent\r\n'
251901.3369895,b'TX Frame Sent\r\n'
251901.4373121,b'TX Frame Sent\r\n'
251901.5369097,b'TX Frame Sent\r\n'
251901.63413,b'TX Frame Sent\r\n'
251901.7371222,b'TX Frame Sent\r\n'
251901.8349628,b'TX Frame Sent\r\n'
251901.9354275,b'TX Frame Sent\r\n'
251902.0368388,b'TX Frame Sent\r\n'
251902.1354206,b'TX Frame Sent\r\n'
251902.2352022,b'TX Frame Sent\r\n'
251902.3367763,b'TX Frame Sent\r\n'
251902.4369155,b'TX Frame Sent\r\n'
251902.5352752,b'TX Frame Sent\r\n'
251902.6341847,b'TX Frame Sent\r\n'
251902.7368984,b'TX Frame Sent\r\n'
251902.8359093,b'TX Frame Sent\r\n'
251902.937009,b'TX Frame Sent\r\n'
251903.0368897,b'TX Frame Sent\r\n'
251903.1368821,b'TX Frame Sent\r\n'
251903.236923,b'TX Frame Sent\r\n'
251903.3360301,b'TX Frame Sent\r\n'
251903.4368829,b'TX Frame Sent\r\n'
251903.5351697,b'TX Frame Sent\r\n'
251903.6346181,b'TX Frame Sent\r\n'
251903.7353903,b'TX Frame Sent\r\n'
251903.8356082,b'TX Frame Sent\r\n'
251903.934947,b'TX Frame Sent\r\n'
251904.0359113,b'TX Frame Sent\r\n'
251904.1367546,b'TX Frame Sent\r\n'
251904.2367592,b'TX Frame Sent\r\n'
251904.3353572,b'TX Frame Sent\r\n'
251904.4372254,b'TX Frame Sent\r\n'
251904.5350544,b'TX Frame Sent\r\n'
251904.634694,b'TX Frame Sent\r\n'
251904.7368186,b'TX Frame Sent\r\n'
251904.8352732,b'TX Frame Sent\r\n'
251904.9371357,b'TX Frame Sent\r\n'
251905.0368362,b'TX Frame Sent\r\n'
251905.1369319,b'TX Frame Sent\r\n'
251905.2368595,b'TX Frame Sent\r\n'
251905.3368172,b'TX Frame Sent\r\n'
251905.4348707,b'TX Frame Sent\r\n'
251905.5369933,b'TX Frame Sent\r\n'
251905.6369068,b'TX Frame Sent\r\n'
251905.7368837,b'TX Frame Sent\r\n'
251905.8370488,b'TX Frame Sent\r\n'
251905.9347366,b'TX Frame Sent\r\n'
251906.0367489,b'TX Frame Sent\r\n'
251906.1368689,b'TX Frame Sent\r\n'
251906.2353149,b'TX Frame Sent\r\n'
251906.3371487,b'TX Frame Sent\r\n'
251906.4352354,b'TX Frame Sent\r\n'
251906.5368582,b'TX Frame Sent\r\n'
251906.6368908,b'TX Frame Sent\r\n'
251906.7371346,b'TX Frame Sent\r\n'
251906.8371353,b'TX Frame Sent\r\n'
251906.9369047,b'TX Frame Sent\r\n'
251907.0373425,b'TX Frame Sent\r\n'
251907.135333,b'TX Frame Sent\r\n'
251907.2367559,b'TX Frame Sent\r\n'
251907.3369073,b'TX Frame Sent\r\n'
251907.4369114,b'TX Frame Sent\r\n'
251907.5368666,b'TX Frame Sent\r\n'
251907.6369695,b'TX Frame Sent\r\n'
251907.7340399,b'TX Frame Sent\r\n'
251907.8339877,b'TX Frame Sent\r\n'
251907.9365969,b'TX Frame Sent\r\n'
251908.0363123,b'TX Frame Sent\r\n'
251908.136787,b'TX Frame Sent\r\n'
251908.2368879,b'TX Frame Sent\r\n'
251908.334664,b'TX Frame Sent\r\n'
251908.4357276,b'TX Frame Sent\r\n'
251908.5369901,b'TX Frame Sent\r\n'
251908.6349698,b'TX Frame Sent\r\n'
251908.7361799,b'TX Frame Sent\r\n'
251908.8349489,b'TX Frame Sent\r\n'
251908.9369218,b'TX Frame Sent\r\n'
251909.0345985,b'TX Frame Sent\r\n'
251909.134046,b'TX Frame Sent\r\n'
251909.2367986,b'TX Frame Sent\r\n'
251909.334625,b'TX Frame Sent\r\n'
251909.4369224,b'TX Frame Sent\r\n'
251909.5369105,b'TX Frame Sent\r\n'
251909.636832,b'TX Frame Sent\r\n'
251909.7339512,b'TX Frame Sent\r\n'
251909.8361795,b'TX Frame Sent\r\n'
251909.9367989,b'TX Frame Sent\r\n'
251910.0349115,b'TX Frame Sent\r\n'
251910.1363589,b'TX Frame Sent\r\n'
251910.2367972,b'TX Frame Sent\r\n'
251910.3359064,b'TX Frame Sent\r\n'
251910.4366232,b'TX Frame Sent\r\n'
251910.5358425,b'TX Frame Sent\r\n'
251910.6367805,b'TX Frame Sent\r\n'
251910.7340067,b'TX Frame Sent\r\n'
251910.8371732,b'TX Frame Sent\r\n'
